game_id,team_id,HoA,result,settled_in,head_coach,goals,shots,tackles,pim,powerPlayOpportunities,powerPlayGoals,faceOffWinPercentage,giveaways,takeaways
2013020063,1,away,LOSS,REG,Peter DeBoer,2,5,10,8,2,0,43.4,7,4
2013020063,20,home,WIN,REG,Bob Hartley,3,7,14,4,4,2,56.6,13,9
2012020592,10,away,TIE,SO,Randy Carlyle,2,6,32,11,2,0,62.3,5,8
2012020592,3,home,TIE,SO,John Tortorella,2,7,31,9,3,0,37.7,8,8
2012020680,16,away,LOSS,REG,Joel Quenneville,1,6,23,12,2,0,43.1,5,6
2012020680,23,home,WIN,REG,Alain Vigneault,3,8,37,6,5,1,56.9,7,4
2013020183,26,away,LOSS,REG,Darryl Sutter,1,10,31,19,3,1,60,0,2
2013020183,27,home,WIN,REG,Dave Tippett,3,8,38,15,5,1,40,4,8
2013020902,15,away,TIE,REG,Adam Oates,2,7,21,10,6,2,39.7,8,10
2013020902,6,home,TIE,REG,Claude Julien,2,9,21,12,5,1,60.3,3,5
2013020125,25,away,LOSS,REG,Lindy Ruff,3,9,31,31,4,1,56.8,10,4
2013020125,24,home,WIN,REG,Bruce Boudreau,4,11,28,19,5,2,43.2,6,10
2012020210,29,away,TIE,REG,Todd Richards,3,5,36,19,3,0,50,1,1
2012020210,27,home,TIE,REG,Dave Tippett,3,8,35,11,7,1,50,3,9
2013021216,29,away,WIN,REG,Todd Richards,3,9,31,8,5,2,48.1,2,8
2013021216,13,home,LOSS,REG,Peter Horachek,2,8,19,23,4,0,51.9,4,6
2013020138,6,away,WIN,REG,Claude Julien,3,8,5,25,4,1,50.9,5,1
2013020138,7,home,LOSS,REG,Ron Rolston,2,4,23,21,3,1,49.1,7,8
2013020929,5,away,WIN,REG,Dan Bylsma,3,4,13,13,5,1,49.2,11,6
2013020929,18,home,LOSS,REG,Barry Trotz,1,4,13,25,4,0,50.8,11,8
2013020820,19,away,LOSS,REG,Ken Hitchcock,1,7,21,8,4,1,49.2,10,8
2013020820,12,home,WIN,REG,Kirk Muller,3,7,24,8,4,1,50.8,23,17
2012020428,27,away,LOSS,REG,Dave Tippett,0,6,35,14,4,0,53.3,17,3
2012020428,26,home,WIN,REG,Darryl Sutter,2,7,29,10,6,2,46.7,17,6
2013020392,23,away,LOSS,REG,John Tortorella,2,9,25,16,3,1,54.9,5,5
2013020392,3,home,WIN,REG,Alain Vigneault,3,6,34,16,3,2,45.1,10,8
2012020707,21,away,TIE,SO,Joe Sacco,2,7,30,24,4,2,56,1,4
2012020707,27,home,TIE,SO,Dave Tippett,2,9,23,10,6,2,44,2,8
2013020339,29,away,LOSS,REG,Todd Richards,2,4,25,15,5,0,45.9,3,7
2013020339,23,home,WIN,REG,John Tortorella,4,8,13,17,4,0,54.1,11,3
2012020293,1,away,LOSS,REG,Peter DeBoer,1,5,12,8,3,0,46.9,3,4
2012020293,52,home,WIN,REG,Claude Noel,3,5,26,8,3,0,53.1,6,4
2012020010,29,away,TIE,SO,Todd Richards,2,7,21,14,2,1,46.4,5,4
2012020010,18,home,TIE,SO,Barry Trotz,2,8,21,18,1,1,53.6,11,11
2013020853,5,away,WIN,REG,Dan Bylsma,3,8,21,9,4,1,50,4,2
2013020853,7,home,LOSS,REG,Ted Nolan,1,6,26,15,1,0,50,6,8
2013021217,16,away,LOSS,REG,Joel Quenneville,3,6,11,6,2,0,41.3,10,14
2013021217,18,home,WIN,REG,Barry Trotz,5,8,21,4,3,0,58.7,9,3
2012020131,26,away,TIE,REG,Darryl Sutter,2,7,23,30,3,1,39.3,2,2
2012020131,29,home,TIE,REG,Todd Richards,2,5,27,29,3,0,60.7,3,2
2013020608,4,away,WIN,REG,Craig Berube,2,5,9,4,1,0,56.7,2,4
2013020608,20,home,LOSS,REG,Bob Hartley,1,6,11,2,2,0,43.3,5,5
2013020004,10,away,WIN,REG,Randy Carlyle,3,6,34,21,2,1,52.2,12,7
2013020004,4,home,LOSS,REG,Peter Laviolette,1,8,22,11,7,1,47.8,7,9
2012020337,28,away,LOSS,REG,Todd McLellan,1,8,5,6,4,0,52.7,2,5
2012020337,20,home,WIN,REG,Bob Hartley,2,6,8,8,3,0,47.3,10,7
2013020512,14,away,TIE,SO,Jon Cooper,2,9,24,9,1,0,42.4,8,7
2013020512,2,home,TIE,SO,Jack Capuano,2,8,28,7,2,1,57.6,13,21
2012020655,3,away,WIN,REG,John Tortorella,6,7,19,8,1,0,55.9,5,5
2012020655,7,home,LOSS,REG,Ron Rolston,2,7,15,2,4,2,44.1,8,6
2013020703,27,away,LOSS,REG,Dave Tippett,1,5,23,6,3,1,52.4,4,5
2013020703,19,home,WIN,REG,Ken Hitchcock,2,4,18,6,3,1,47.6,5,9
2013020835,17,away,LOSS,OT,Mike Babcock,3,7,28,12,3,2,39.5,7,7
2013020835,15,home,WIN,OT,Adam Oates,4,7,40,6,6,3,60.5,14,8
2012020310,18,away,LOSS,REG,Barry Trotz,1,4,26,8,1,0,42.1,9,7
2012020310,28,home,WIN,REG,Todd McLellan,2,9,23,2,4,2,57.9,14,9
2013020116,3,away,LOSS,REG,Alain Vigneault,0,5,24,8,2,0,49.2,7,3
2013020116,1,home,WIN,REG,Peter DeBoer,2,4,25,6,4,1,50.8,13,12
2013020017,17,away,WIN,OT,Mike Babcock,3,9,20,6,3,0,48.9,10,8
2013020017,12,home,LOSS,OT,Kirk Muller,2,6,26,6,3,1,51.1,6,12
2012020612,8,away,LOSS,REG,Michel Therrien,1,9,36,17,4,0,50,1,5
2012020612,10,home,WIN,REG,Randy Carlyle,3,7,47,15,5,1,50,14,6
2013020947,5,away,TIE,REG,Dan Bylsma,3,5,14,10,4,2,50.8,16,8
2013020947,28,home,TIE,REG,Todd McLellan,3,11,30,10,4,0,49.2,15,18
2012020560,16,away,WIN,REG,Joel Quenneville,1,7,8,6,1,0,59.2,11,10
2012020560,18,home,LOSS,REG,Barry Trotz,0,5,28,2,3,0,40.8,16,7
2013020636,4,away,TIE,REG,Craig Berube,3,7,25,13,3,1,42.6,1,3
2013020636,27,home,TIE,REG,Dave Tippett,3,7,25,11,4,0,57.4,5,2
2013020307,52,away,LOSS,REG,Claude Noel,1,5,18,4,2,0,36.5,7,5
2013020307,30,home,WIN,REG,Mike Yeo,2,6,21,4,2,0,63.5,10,11
2013021024,52,away,LOSS,REG,Paul Maurice,1,4,40,59,1,0,40.7,2,8
2013021024,19,home,WIN,REG,Ken Hitchcock,3,6,29,55,3,1,59.3,5,5
2013020952,5,away,TIE,SO,Dan Bylsma,2,4,29,13,3,1,52.5,13,5
2013020952,24,home,TIE,SO,Bruce Boudreau,2,7,24,13,3,0,47.5,9,5
2013020821,15,away,TIE,SO,Adam Oates,3,7,24,10,2,1,50.8,4,7
2013020821,17,home,TIE,SO,Mike Babcock,3,11,17,4,5,0,49.2,8,8
2013020374,27,away,WIN,REG,Dave Tippett,3,6,9,6,2,1,40.4,4,7
2013020374,30,home,LOSS,REG,Mike Yeo,1,7,12,6,2,0,59.6,7,7
2012020512,3,away,LOSS,REG,John Tortorella,0,8,42,4,1,0,50.8,16,4
2012020512,8,home,WIN,REG,Michel Therrien,3,6,23,2,2,1,49.2,18,5
2013021087,21,away,TIE,SO,Patrick Roy,2,7,12,4,0,0,53.5,6,9
2013021087,18,home,TIE,SO,Barry Trotz,2,8,15,0,2,0,46.5,7,17
2013020858,21,away,LOSS,REG,Patrick Roy,1,9,26,21,3,0,49.3,4,1
2013020858,4,home,WIN,REG,Craig Berube,3,8,15,8,5,1,50.7,6,7
2013020089,28,away,WIN,REG,Todd McLellan,4,9,10,42,7,3,51.7,1,4
2013020089,19,home,LOSS,REG,Ken Hitchcock,2,6,18,47,4,0,48.3,2,5
2012020051,12,away,WIN,REG,Kirk Muller,3,10,14,27,5,2,64.6,9,8
2012020051,7,home,LOSS,REG,Lindy Ruff,1,10,27,17,4,1,35.4,10,9
2013020978,3,away,LOSS,REG,Alain Vigneault,1,6,21,10,3,0,40,16,9
2013020978,12,home,WIN,REG,Kirk Muller,3,8,26,8,4,0,60,18,18
2013021210,52,away,TIE,REG,Paul Maurice,3,6,15,10,2,0,60.6,10,10
2013021210,20,home,TIE,REG,Bob Hartley,3,9,22,4,5,2,39.4,9,11
2013020970,27,away,TIE,SO,Dave Tippett,3,5,15,8,3,0,51.6,3,2
2013020970,14,home,TIE,SO,Jon Cooper,3,7,19,6,4,0,48.4,6,5
2013020036,3,away,WIN,REG,Alain Vigneault,3,7,28,11,3,0,56.1,8,4
2013020036,26,home,LOSS,REG,Darryl Sutter,1,7,40,15,2,0,43.9,17,3
2013021198,4,away,TIE,REG,Craig Berube,2,9,13,6,3,1,50.9,6,2
2013021198,14,home,TIE,REG,Jon Cooper,2,7,16,6,3,1,49.1,8,5
2012020524,12,away,LOSS,REG,Kirk Muller,1,4,16,6,5,0,43.8,11,4
2012020524,8,home,WIN,REG,Michel Therrien,2,7,12,10,3,1,56.2,12,6
2013020794,26,away,WIN,REG,Darryl Sutter,1,5,27,10,5,0,51.8,11,8
2013020794,28,home,LOSS,REG,Todd McLellan,0,5,28,14,3,0,48.2,16,5
2012020432,18,away,WIN,REG,Barry Trotz,3,8,20,6,1,0,39,2,2
2012020432,29,home,LOSS,REG,Todd Richards,2,7,24,2,3,1,61,2,7
2013021019,4,away,LOSS,REG,Craig Berube,2,8,25,8,3,2,54,2,4
2013021019,5,home,WIN,REG,Dan Bylsma,3,5,28,6,4,0,46,7,5
2013021028,25,away,LOSS,REG,Lindy Ruff,1,8,15,20,3,0,43.6,2,2
2013021028,5,home,WIN,REG,Dan Bylsma,3,8,26,10,3,0,56.4,6,2
2012020500,21,away,LOSS,REG,Joe Sacco,1,8,25,0,2,0,57.5,3,10
2012020500,23,home,WIN,REG,Alain Vigneault,2,5,14,4,0,0,42.5,6,18
2012020641,7,away,TIE,SO,Ron Rolston,2,8,28,4,6,2,35.7,15,2
2012020641,6,home,TIE,SO,Claude Julien,2,10,20,12,2,0,64.3,7,12
2013020416,23,away,WIN,REG,John Tortorella,3,8,15,6,4,1,58.9,8,7
2013020416,18,home,LOSS,REG,Barry Trotz,1,7,22,10,2,0,41.1,10,9
2012020222,12,away,LOSS,REG,Kirk Muller,0,4,26,10,3,0,46,9,1
2012020222,8,home,WIN,REG,Michel Therrien,3,6,19,8,4,0,54,7,7
2013020107,17,away,TIE,REG,Mike Babcock,2,7,13,17,5,2,46.3,6,10
2013020107,21,home,TIE,REG,Patrick Roy,2,10,24,26,5,2,53.7,6,7
2013021218,28,away,WIN,REG,Todd McLellan,3,8,23,2,3,1,49.2,3,6
2013021218,27,home,LOSS,REG,Dave Tippett,2,8,24,6,1,0,50.8,4,5
2013020049,29,away,WIN,REG,Todd Richards,2,8,18,17,4,0,56,6,4
2013020049,7,home,LOSS,REG,Ron Rolston,1,6,25,23,1,0,44,5,10
2013021122,16,away,LOSS,REG,Joel Quenneville,1,6,21,4,1,0,42.9,6,1
2013021122,5,home,WIN,REG,Dan Bylsma,2,6,39,2,2,0,57.1,8,3
2013020343,15,away,TIE,SO,Adam Oates,1,12,41,2,3,0,38.1,10,6
2013020343,10,home,TIE,SO,Randy Carlyle,1,7,38,6,1,1,61.9,11,10
2013020281,21,away,LOSS,REG,Patrick Roy,3,6,21,55,4,1,46.9,1,3
2013020281,19,home,WIN,REG,Ken Hitchcock,5,7,17,25,4,3,53.1,7,5
2013020312,19,away,WIN,REG,Ken Hitchcock,2,7,17,4,3,1,47.4,0,3
2013020312,7,home,LOSS,REG,Ted Nolan,1,6,33,6,2,0,52.6,6,8
2013020285,26,away,WIN,REG,Darryl Sutter,2,5,34,6,3,1,50,4,3
2013020285,1,home,LOSS,REG,Peter DeBoer,0,6,17,6,2,0,50,14,9
2013020917,14,away,LOSS,REG,Jon Cooper,3,8,12,8,2,0,48.2,2,5
2013020917,21,home,WIN,REG,Patrick Roy,4,8,18,4,4,1,51.8,9,16
2012020285,15,away,LOSS,REG,Adam Oates,1,6,22,18,3,0,55.7,3,5
2012020285,4,home,WIN,REG,Peter Laviolette,2,8,25,21,3,2,44.3,6,10
2013020443,18,away,LOSS,REG,Barry Trotz,2,9,27,13,1,0,46.9,10,3
2013020443,15,home,WIN,REG,Adam Oates,3,8,16,7,4,1,53.1,8,9
2012020410,8,away,WIN,REG,Michel Therrien,2,5,18,6,3,0,57.5,7,5
2012020410,1,home,LOSS,REG,Peter DeBoer,1,8,26,6,3,1,42.5,13,3
2012020538,5,away,LOSS,REG,Dan Bylsma,1,6,44,25,2,0,43.8,6,1
2012020538,3,home,WIN,REG,John Tortorella,4,9,31,11,4,3,56.2,4,13
2012020324,14,away,WIN,REG,Guy Boucher,3,6,17,16,2,0,61.1,2,8
2012020324,1,home,LOSS,REG,Peter DeBoer,2,6,15,16,2,1,38.9,11,12
2012020539,8,away,TIE,REG,Michel Therrien,3,4,20,18,3,0,44.6,8,5
2012020539,4,home,TIE,REG,Peter Laviolette,3,8,28,18,3,0,55.4,9,5
2012020611,23,away,WIN,REG,Alain Vigneault,3,6,16,6,2,0,48.8,7,6
2012020611,21,home,LOSS,REG,Joe Sacco,2,6,24,4,3,0,51.2,11,11
2013020793,22,away,TIE,REG,Dallas Eakins,2,5,23,6,3,0,45.5,4,11
2013020793,23,home,TIE,REG,John Tortorella,2,6,24,8,2,0,54.5,5,11
2012020024,13,away,LOSS,REG,Kevin Dineen,0,7,16,13,3,0,43.9,12,6
2012020024,9,home,WIN,REG,Paul MacLean,2,9,21,11,4,1,56.1,9,10
2012020086,29,away,LOSS,REG,Todd Richards,2,4,22,14,4,1,45.1,6,3
2012020086,30,home,WIN,REG,Mike Yeo,3,6,16,18,2,0,54.9,8,13
2013020498,6,away,LOSS,REG,Claude Julien,2,10,19,11,3,0,47.8,4,9
2013020498,23,home,WIN,REG,John Tortorella,4,7,13,13,2,1,52.2,7,5
2013020611,14,away,TIE,REG,Jon Cooper,2,8,9,4,3,1,44.4,8,9
2013020611,23,home,TIE,REG,John Tortorella,2,7,19,6,2,0,55.6,4,7
2012020318,22,away,TIE,REG,Ralph Krueger,2,5,16,6,1,0,42.3,4,1
2012020318,30,home,TIE,REG,Mike Yeo,2,10,15,2,3,1,57.7,8,2
2013020032,4,away,LOSS,REG,Peter Laviolette,1,4,46,8,2,0,42.9,5,7
2013020032,12,home,WIN,REG,Kirk Muller,2,8,29,4,4,0,57.1,6,9
2013021114,29,away,WIN,OT,Todd Richards,3,8,43,8,1,1,50,10,10
2013021114,12,home,LOSS,OT,Kirk Muller,2,6,27,4,3,1,50,16,13
2013020831,5,away,LOSS,REG,Dan Bylsma,1,6,18,12,2,0,46.2,5,2
2013020831,27,home,WIN,REG,Dave Tippett,3,7,26,8,4,0,53.8,3,6
2012020610,4,away,LOSS,REG,Peter Laviolette,0,7,20,9,3,0,40.3,6,4
2012020610,7,home,WIN,REG,Ron Rolston,1,5,20,13,1,0,59.7,9,2
2013020951,2,away,WIN,REG,Jack Capuano,3,6,20,8,4,0,51.7,2,5
2013020951,20,home,LOSS,REG,Bob Hartley,2,5,21,14,1,0,48.3,14,6
2013020567,9,away,LOSS,REG,Paul MacLean,0,8,17,6,3,0,46.9,7,5
2013020567,6,home,WIN,REG,Claude Julien,3,10,19,8,2,1,53.1,8,9
2013020535,2,away,TIE,REG,Jack Capuano,3,5,26,16,4,1,56.6,5,7
2013020535,3,home,TIE,REG,Alain Vigneault,3,6,21,10,7,2,43.4,16,10
2013020333,13,away,LOSS,REG,Peter Horachek,1,6,16,15,5,0,46.2,5,2
2013020333,22,home,WIN,REG,Dallas Eakins,2,8,21,15,5,2,53.8,14,9
2012020491,24,away,LOSS,REG,Bruce Boudreau,0,5,24,18,2,0,49.2,13,11
2012020491,28,home,WIN,REG,Todd McLellan,2,7,16,16,3,1,50.8,8,12
2013021052,12,away,LOSS,REG,Kirk Muller,2,7,17,10,6,1,49.1,1,3
2013021052,16,home,WIN,REG,Joel Quenneville,3,6,13,12,5,0,50.9,10,2
2013020206,13,away,TIE,SO,Kevin Dineen,2,8,14,25,6,1,47,4,6
2013020206,15,home,TIE,SO,Adam Oates,2,5,22,21,3,0,53,10,16
2013020071,2,away,LOSS,REG,Jack Capuano,2,4,16,4,3,0,40.4,9,11
2013020071,18,home,WIN,REG,Barry Trotz,3,7,14,6,2,1,59.6,8,13
2013020396,7,away,LOSS,OT,Ted Nolan,0,3,16,11,3,0,57.4,4,7
2013020396,1,home,WIN,OT,Peter DeBoer,1,6,14,13,2,0,42.6,6,3
2013021095,8,away,WIN,REG,Michel Therrien,3,7,15,6,3,0,42.4,4,5
2013021095,17,home,LOSS,REG,Mike Babcock,2,7,20,8,2,0,57.6,4,5
2013020019,26,away,TIE,REG,Darryl Sutter,3,9,18,17,5,2,63.5,8,2
2013020019,52,home,TIE,REG,Claude Noel,3,8,31,15,6,1,36.5,12,4
2013020975,10,away,WIN,REG,Randy Carlyle,3,5,25,27,2,1,54.3,10,8
2013020975,24,home,LOSS,REG,Bruce Boudreau,1,11,21,23,4,0,45.7,9,4
2012020441,28,away,TIE,SO,Todd McLellan,3,8,21,22,2,1,55.1,11,14
2012020441,22,home,TIE,SO,Ralph Krueger,3,6,25,6,5,1,44.9,13,9
2013020487,20,away,WIN,OT,Bob Hartley,2,6,24,12,4,0,46.8,3,3
2013020487,7,home,LOSS,OT,Ted Nolan,1,6,17,10,5,0,53.2,7,6
2013020132,22,away,LOSS,REG,Dallas Eakins,2,8,32,10,1,0,33.9,8,3
2013020132,8,home,WIN,REG,Michel Therrien,3,8,25,8,2,1,66.1,6,8
2013020564,52,away,LOSS,REG,Claude Noel,2,5,25,78,4,1,40,14,11
2013020564,22,home,WIN,REG,Dallas Eakins,4,7,19,25,8,2,60,15,8
2013020923,8,away,LOSS,REG,Michel Therrien,1,4,42,13,3,0,62,13,0
2013020923,26,home,WIN,REG,Darryl Sutter,2,5,28,11,4,1,38,10,5
2013020227,52,away,LOSS,REG,Claude Noel,1,6,34,4,2,0,40,4,5
2013020227,16,home,WIN,REG,Joel Quenneville,2,7,16,4,2,0,60,4,14
2013020592,2,away,WIN,REG,Jack Capuano,3,7,15,13,3,0,33.9,2,4
2013020592,30,home,LOSS,REG,Mike Yeo,2,9,11,11,4,0,66.1,1,7
2013020963,6,away,WIN,REG,Claude Julien,3,10,18,8,4,2,51.4,2,6
2013020963,13,home,LOSS,REG,Peter Horachek,2,5,26,8,4,0,48.6,1,7
2012020635,3,away,TIE,REG,John Tortorella,2,10,19,9,5,0,43.5,7,5
2012020635,4,home,TIE,REG,Peter Laviolette,2,5,21,15,2,1,56.5,7,5
2013020783,30,away,LOSS,OT,Mike Yeo,2,5,20,9,2,0,30.5,13,7
2013020783,28,home,WIN,OT,Todd McLellan,3,8,27,9,2,0,69.5,8,8
2013021160,4,away,LOSS,REG,Craig Berube,2,6,27,7,3,1,40.4,10,8
2013021160,6,home,WIN,REG,Claude Julien,3,10,29,11,1,0,59.6,7,8
2013020565,25,away,WIN,REG,Lindy Ruff,3,6,18,9,4,1,47.1,12,5
2013020565,26,home,LOSS,REG,Darryl Sutter,2,8,34,13,2,0,52.9,13,3
2012020249,28,away,LOSS,REG,Todd McLellan,1,6,27,16,4,0,45,6,6
2012020249,16,home,WIN,REG,Joel Quenneville,2,8,29,10,2,0,55,7,13
2012020038,20,away,TIE,SO,Bob Hartley,2,9,15,8,5,1,50,1,11
2012020038,23,home,TIE,SO,Alain Vigneault,2,9,30,10,4,1,50,5,12
2012020229,10,away,TIE,REG,Randy Carlyle,2,6,22,47,3,0,53.2,7,4
2012020229,14,home,TIE,REG,Guy Boucher,2,4,26,21,6,1,46.8,8,9
2013020308,25,away,WIN,REG,Lindy Ruff,2,5,12,10,3,0,54.8,7,6
2013020308,23,home,LOSS,REG,John Tortorella,1,10,13,6,5,1,45.2,4,7
2013021058,9,away,LOSS,REG,Paul MacLean,1,6,23,28,4,0,50.8,9,8
2013021058,25,home,WIN,REG,Lindy Ruff,3,11,22,28,5,0,49.2,13,7
2012020104,19,away,TIE,REG,Ken Hitchcock,3,6,30,22,5,2,43.5,4,6
2012020104,17,home,TIE,REG,Mike Babcock,3,7,25,10,8,2,56.5,11,4
2013020037,21,away,WIN,REG,Patrick Roy,2,8,44,9,3,0,60.3,9,5
2013020037,10,home,LOSS,REG,Randy Carlyle,1,7,33,11,2,0,39.7,16,9
2012020537,26,away,LOSS,REG,Darryl Sutter,1,10,33,6,3,0,41.4,3,6
2012020537,27,home,WIN,REG,Dave Tippett,3,7,49,6,3,0,58.6,7,7
2013021171,25,away,LOSS,REG,Lindy Ruff,2,9,13,2,6,1,44.8,2,4
2013021171,13,home,WIN,REG,Peter Horachek,3,6,31,12,1,0,55.2,3,9
2013020598,4,away,TIE,SO,Craig Berube,3,6,13,10,2,0,47.9,4,6
2013020598,23,home,TIE,SO,John Tortorella,3,11,9,6,4,0,52.1,10,6
2012020481,2,away,WIN,REG,Jack Capuano,3,7,18,6,2,0,51.9,11,14
2012020481,15,home,LOSS,REG,Adam Oates,2,5,22,4,3,0,48.1,9,6
2013020774,27,away,LOSS,REG,Dave Tippett,2,7,20,12,2,1,51.7,11,8
2013020774,22,home,WIN,REG,Dallas Eakins,3,9,17,6,5,0,48.3,25,3
2013020426,9,away,LOSS,REG,Paul MacLean,1,8,18,8,5,1,58.5,4,9
2013020426,14,home,WIN,REG,Jon Cooper,3,5,27,10,4,0,41.5,11,8
2012020262,6,away,WIN,REG,Claude Julien,2,8,26,18,1,1,53.6,2,9
2012020262,13,home,LOSS,REG,Kevin Dineen,1,8,22,2,4,0,46.4,7,5
2012020201,28,away,LOSS,REG,Todd McLellan,1,7,24,19,4,0,50,3,6
2012020201,16,home,WIN,REG,Joel Quenneville,2,9,18,17,5,1,50,9,11
2013020900,30,away,TIE,SO,Mike Yeo,1,5,25,4,3,1,53.1,6,2
2013020900,23,home,TIE,SO,John Tortorella,1,7,35,6,2,0,46.9,6,5
2012020315,12,away,WIN,REG,Kirk Muller,3,6,25,2,2,0,48,9,4
2012020315,13,home,LOSS,REG,Kevin Dineen,2,9,26,4,1,0,52,7,5
2013020553,27,away,LOSS,OT,Dave Tippett,1,9,14,8,5,0,64.4,4,2
2013020553,7,home,WIN,OT,Ted Nolan,2,8,17,21,3,0,35.6,5,10
2013021051,3,away,WIN,REG,Alain Vigneault,3,8,17,20,4,0,42,2,1
2013021051,29,home,LOSS,REG,Todd Richards,1,6,42,22,3,0,58,4,3
2013020061,2,away,LOSS,REG,Jack Capuano,2,4,29,10,2,0,46.2,8,6
2013020061,16,home,WIN,REG,Joel Quenneville,3,7,18,6,4,0,53.8,10,14
2012020548,29,away,WIN,REG,Todd Richards,3,9,17,6,2,1,54.2,8,6
2012020548,18,home,LOSS,REG,Barry Trotz,1,9,20,6,2,0,45.8,6,11
2013020541,7,away,LOSS,REG,Ted Nolan,1,8,21,11,6,0,38.6,9,5
2013020541,6,home,WIN,REG,Claude Julien,2,9,19,17,3,1,61.4,5,4
2013020200,18,away,LOSS,REG,Barry Trotz,2,4,28,23,3,2,46.2,11,3
2013020200,26,home,WIN,REG,Darryl Sutter,3,9,25,13,3,1,53.8,18,2
2013020624,14,away,WIN,REG,Jon Cooper,2,7,9,17,5,0,46.9,15,7
2013020624,20,home,LOSS,REG,Bob Hartley,0,4,17,17,5,0,53.1,15,8
2013021099,7,away,LOSS,REG,Ted Nolan,1,8,13,13,3,0,47.1,5,4
2013021099,18,home,WIN,REG,Barry Trotz,4,8,6,13,3,1,52.9,6,5
2013021026,6,away,TIE,REG,Claude Julien,2,7,20,13,2,0,45.2,8,12
2013021026,1,home,TIE,REG,Peter DeBoer,2,6,22,9,4,1,54.8,18,11
2013020271,24,away,LOSS,REG,Bruce Boudreau,2,8,27,8,3,0,37.1,4,4
2013020271,13,home,WIN,REG,Peter Horachek,3,6,24,6,4,0,62.9,2,7
2012020006,1,away,WIN,REG,Peter DeBoer,2,7,23,8,2,0,41.2,7,6
2012020006,2,home,LOSS,REG,Jack Capuano,1,4,19,4,4,1,58.8,9,4
2013020058,27,away,WIN,REG,Dave Tippett,2,7,23,13,6,1,48.5,6,5
2013020058,4,home,LOSS,REG,Craig Berube,1,9,18,29,4,0,51.5,11,8
2012020081,52,away,WIN,REG,Claude Noel,3,5,16,17,6,1,51.4,5,6
2012020081,8,home,LOSS,REG,Michel Therrien,2,6,23,19,5,2,48.6,12,3
2013020682,5,away,WIN,REG,Dan Bylsma,2,6,19,21,3,0,48.9,6,14
2013020682,20,home,LOSS,REG,Bob Hartley,1,7,9,13,6,1,51.1,9,7
2013020382,17,away,WIN,REG,Mike Babcock,3,7,12,2,2,0,55.2,10,3
2013020382,2,home,LOSS,REG,Jack Capuano,0,7,34,4,1,0,44.8,11,11
2013020943,19,away,WIN,REG,Ken Hitchcock,2,5,19,10,2,0,46.7,4,8
2013020943,18,home,LOSS,REG,Barry Trotz,1,5,20,6,4,0,53.3,10,6
2013020822,1,away,LOSS,OT,Peter DeBoer,2,6,18,6,2,0,56.2,5,7
2013020822,18,home,WIN,OT,Barry Trotz,3,8,21,6,2,0,43.8,8,7
2012020480,8,away,LOSS,REG,Michel Therrien,0,9,21,9,2,0,55.6,2,3
2012020480,5,home,WIN,REG,Dan Bylsma,1,6,31,9,2,0,44.4,7,4
2013020490,16,away,LOSS,REG,Joel Quenneville,3,7,30,8,2,1,53.4,13,9
2013020490,10,home,WIN,REG,Randy Carlyle,5,8,45,4,4,2,46.6,7,9
2013020055,8,away,WIN,REG,Michel Therrien,2,6,13,13,2,1,45.5,11,6
2013020055,22,home,LOSS,REG,Dallas Eakins,1,7,29,9,4,1,54.5,19,4
2013020080,22,away,TIE,REG,Dallas Eakins,2,7,29,12,3,0,48.1,5,10
2013020080,15,home,TIE,REG,Adam Oates,2,5,28,12,3,2,51.9,9,9
2012020691,26,away,LOSS,REG,Darryl Sutter,1,6,25,8,3,0,38.9,6,3
2012020691,17,home,WIN,REG,Mike Babcock,3,9,22,6,4,1,61.1,9,8
2013020251,5,away,LOSS,REG,Dan Bylsma,1,5,28,21,2,1,46,3,5
2013020251,19,home,WIN,REG,Ken Hitchcock,2,8,20,19,3,0,54,2,14
2012020263,52,away,TIE,REG,Claude Noel,2,6,22,9,2,1,39.6,4,7
2012020263,1,home,TIE,REG,Peter DeBoer,2,6,18,9,2,0,60.4,8,15
2013020096,23,away,WIN,REG,John Tortorella,3,8,7,6,3,0,52.5,2,5
2013020096,7,home,LOSS,REG,Ron Rolston,0,6,20,6,3,0,47.5,9,3
2012020292,7,away,TIE,SO,Ron Rolston,3,6,33,15,1,1,43.5,2,3
2012020292,13,home,TIE,SO,Kevin Dineen,3,10,27,9,4,1,56.5,8,10
2013021015,22,away,WIN,REG,Dallas Eakins,2,8,16,10,4,1,48.3,10,4
2013021015,12,home,LOSS,REG,Kirk Muller,1,7,19,12,3,0,51.7,9,9
2013020625,22,away,LOSS,REG,Dallas Eakins,2,4,25,16,3,0,46.2,7,2
2013020625,24,home,WIN,REG,Bruce Boudreau,3,9,28,6,8,0,53.8,14,3
2013021007,1,away,LOSS,REG,Peter DeBoer,0,5,19,6,2,0,44.6,5,3
2013021007,14,home,WIN,REG,Jon Cooper,3,8,24,8,1,0,55.4,6,13
2013020905,13,away,LOSS,REG,Peter Horachek,3,5,26,13,4,0,46.5,5,3
2013020905,29,home,WIN,REG,Todd Richards,4,9,37,13,4,3,53.5,5,5
2013020713,2,away,TIE,SO,Jack Capuano,1,7,21,11,4,1,50,4,6
2013020713,14,home,TIE,SO,Jon Cooper,1,7,21,13,3,1,50,5,10
2012020366,29,away,TIE,SO,Todd Richards,2,5,25,17,5,0,54.1,3,5
2012020366,17,home,TIE,SO,Mike Babcock,2,5,26,15,6,1,45.9,16,8
